date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
01/10/2025,Reading: Job 9-10,"English: https://www.biblegateway.com/passage/?search=Job+9-10&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Job+9-10&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/10/2025,Functional Pump (Shoulders & Arms),"INSTRUCTIONS!Click ""Workout prep notes available"" directly to read through the Instructions before performing the workout please!AMRAP 20 Minutes1000m Bike Erg200ft Double Dumbbell (or Kettlebell) Farmers Carry (2x70/50)10 Shoulder Press (115/80)-rest as needed-2-3 sets30 Banded Bicep Curls (light/moderate)Rest :3030 Overhead Banded Tricep Ext (light/moderate)Rest :3015 Banded Tricep Push Down (moderate)Rest :3015 Dumbbell Hammer Curls (moderate)Rest 1:0030 MINUTES VERSION (or less):*Only perform the AMRAP for 15 Minutes and/or only do 2 sets of the accessory",0,No,Checkbox,,"[{""boolean"":0}]",,RX,
01/10/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Talking to a mentor or friend about your faith journey▪️Journaling about what matters most in lifeIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith TeamRichs take on Faith: https://www.youtube.com/watch?v=uLk9qLB2jJA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/10/2025,OPTIONAL: Photo of 1 of the 4 Pillars,Take a picture of you getting 4.40 done today for any of the 4 Pillars!Share to social media and/or friends and tag @mayhemathlete with #mayhem440challenge.*Click “Workout prep notes available” directly below for the full write up in Portuguese,0,,Other / Text,,"[{""other"":""""}]",Family. Playing TMTN with my 12yo son. Fitness.WOD at Undercover Crossfit. ,RX,
01/10/2025,Reading Review,"""Understanding Our Limitations and Gods Greatness""In Job 9-10, Job speaks of the immense power and wisdom of God, acknowledging his own limitations in understanding Gods ways. He wrestles with feelings of injustice and seeks an audience with God to understand his suffering. These chapters reflect the human struggle to grasp the full nature of God amidst lifes trials.This portion of Jobs story reminds us that its natural to question and seek understanding in the face of hardship. Our limitations in fully comprehending Gods plans are a humble reminder of His infinite wisdom and sovereignty. It invites us to embrace the mystery of God, trusting in His ultimate goodness and justice, even when our circumstances are puzzling.Application Question: In what ways can you maintain a respectful dialogue with God about your struggles and doubts, while acknowledging His greater understanding and sovereignty in your life?",0,,Other / Text,,[{}],"In what ways can you maintain a respectful dialogue with God about your struggles and doubts, while acknowledging His greater understanding and sovereignty in your life?I ask God to enlighten me and do what is best.",RX,
01/11/2025,Reading: Job 19-20,"English: https://www.biblegateway.com/passage/?search=Job+19-20&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Job+19-20&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/11/2025,OPTIONAL: Photo of 1 of the 4 Pillars,Take a picture of you getting 4.40 done today for any of the 4 Pillars!Share to social media and/or friends and tag @mayhemathlete with #mayhem440challenge.*Click “Workout prep notes available” directly below for the full write up in Portuguese,0,,Other / Text,,[{}],Fitness WOD at UnderCover Crossfit ( AM )4.40 challenge workout at Smartfit ( PM ),RX,
01/11/2025,4.40 Challenge Workout,"440 calories on any machine*Every 2 minutes perform 4 Bench Press (225/155) [OR 10 Push Ups OR 10 Dumbbell Bench Press (2x50/35)]**Start with the Bench Press.Workout Description Video: https://youtu.be/jBho6XNHtik***To Qualify for this Challenge Workout PRIZE, you can log your result here or in any Mayhem Athlete track the workout is included in!",1800,30:00:00,,,"[{""secs"":0,""mins"":30}]",217 CalsMatrix Rower at Smartfit ( gym ).,SCALED,
01/11/2025,Service,Do a Random Act of Kindness. We simply want you to serve someone else.Examples include (but not limited to):▪️Praying for someone out loud with them▪️Opening the Door for a stranger▪️Reaching out to a former coworker or friend who may need encouragementRichs take on Service: youtube.com/watch?v=zaY7LHk52RA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/11/2025,Reading Review,"""Hope Amidst Suffering""In Job 19-20, we see a profound shift. Job, amidst his anguish, declares a resolute hope in his ""Redeemer"" and the assurance of justice. Contrasting this, Zophar speaks in chapter 20, emphasizing the downfall of the wicked. This juxtaposition illustrates a pivotal truth: even in the darkest moments, hope can be found in the promise of Gods justice and redemption.Jobs declaration is a beacon for all who endure suffering. It teaches us that faith is not just about enduring hardships, but about holding onto the promise of Gods ultimate justice and goodness. Its a reminder that our current struggles are not the end of the story; there is hope and redemption ahead.Application Question: How can you hold onto hope and trust in Gods promise of justice and redemption, especially when facing unjust or difficult situations in your own life?",0,,Other / Text,,[{}],"""Hope Amidst Suffering""In Job 19-20, we see a profound shift. Job, amidst his anguish, declares a resolute hope in his ""Redeemer"" and the assurance of justice. Contrasting this, Zophar speaks in chapter 20, emphasizing the downfall of the wicked. This juxtaposition illustrates a pivotal truth: even in the darkest moments, hope can be found in the promise of Gods justice and redemption.Jobs declaration is a beacon for all who endure suffering. It teaches us that faith is not just about enduring hardships, but about holding onto the promise of Gods ultimate justice and goodness. Its a reminder that our current struggles are not the end of the story; there is hope and redemption ahead.",RX,
01/11/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️Working around the house▪️Cooking a meal together▪️Going somewhere new together in your town or cityRichs take on Family: youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/11/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Sitting in silence ▪️Meditating▪️Going for a Walk without your phone focusing on what you are thankful for or joyful aboutIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith TeamRichs take on Faith: https://www.youtube.com/watch?v=uLk9qLB2jJA&ab_channel=MayhemAthlete*Click ""Workout prep notes available"" directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/11/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/12/2025,Service,Do a Random Act of Kindness. We simply want you to serve someone else.Examples include (but not limited to):▪️Buying someones meal▪️Feeding a homeless person▪️Donating money to a church or non-profitRichs take on Service: youtube.com/watch?v=zaY7LHk52RA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese,1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/12/2025,Reading: Job 32-33,"English: https://www.biblegateway.com/passage/?search=Job+32-33&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Job+32-33&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/12/2025,Reading Review,"""Wisdom Beyond Years""In Job 32-33, we are introduced to Elihu, a younger figure who brings a fresh perspective to Jobs situation. Unlike Jobs other friends, Elihu emphasizes that God speaks in various ways, often using our struggles to draw us closer and teach us valuable lessons. He challenges Job to consider Gods purpose in suffering and the possibility of refinement rather than punishment.Elihus insights remind us that wisdom doesnt always come from age or experience but can also be found in unexpected places and perspectives. It invites us to listen for Gods voice in our lives, especially during hard times, and to be open to the lessons He might be teaching us through our challenges.Application Question: How can you stay open to learning from your experiences, seeking the lessons God may be teaching you through your challenges and from voices you might not usually consider?",0,,Other / Text,,[{}],"""Wisdom Beyond Years""In Job 32-33, we are introduced to Elihu, a younger figure who brings a fresh perspective to Jobs situation. Unlike Jobs other friends, Elihu emphasizes that God speaks in various ways, often using our struggles to draw us closer and teach us valuable lessons. He challenges Job to consider Gods purpose in suffering and the possibility of refinement rather than punishment.Elihus insights remind us that wisdom doesnt always come from age or experience but can also be found in unexpected places and perspectives. It invites us to listen for Gods voice in our lives, especially during hard times, and to be open to the lessons He might be teaching us through our challenges.",RX,
01/12/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Sitting in silence ▪️Meditating▪️Going for a Walk without your phone focusing on what you are thankful for or joyful aboutIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith TeamRichs take on Faith: https://www.youtube.com/watch?v=uLk9qLB2jJA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/12/2025,OPTIONAL: Photo of 1 of the 4 Pillars,Take a picture of you getting 4.40 done today for any of the 4 Pillars!Share to social media and/or friends and tag @mayhemathlete with #mayhem440challenge.*Click “Workout prep notes available” directly below for the full write up in Portuguese,0,,Other / Text,,[{}],Faith. Gone to church. Service Did a donation.  Family.My son and I went for lunch after going out to walk. Fitness. Rest day 😅. ,RX,
01/12/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️ Eating a meal ▪️Talking▪️Going for a walkRichs take on Family: youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/13/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.com",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/13/2025,Tarzan (Open 45-54),5 Sets:20 Calorie Ski (OR Row)10 Overhead Squats (95/65) 4 Ring Muscle Ups (OR 4 Burpee Toes to Rings)-rest 1:1 b/t sets-Workout description video: https://youtu.be/0ZPrfgElKow,868,14:28,,,"[{""secs"":56,""mins"":2},{""secs"":48,""mins"":2},{""secs"":40,""mins"":2},{""secs"":3,""mins"":3},{""secs"":1,""mins"":3}]",Burpee to TTB8 OH 95Lbs20 cals SkiErg,SCALED,
01/13/2025,Reading Review,"""The Majesty of Gods Wisdom""In Job 38 and 42, we enter a profound moment where God speaks directly to Job. Gods questions to Job about the creation and management of the universe serve as a powerful reminder of His infinite wisdom and sovereignty. By the end, in Job 42, Job responds with humility, recognizing his own limited understanding in the face of Gods majestic wisdom.This part of Jobs story teaches us about the awe-inspiring nature of God. Its a reminder that while we may seek answers and understanding, there are aspects of Gods plan that are beyond our comprehension. This realization is not to discourage us but to invite us into a deeper sense of awe and trust in Gods perfect wisdom.Application Question: How can you practice humility in your spiritual journey, acknowledging the limits of your understanding while trusting in the infinite wisdom and goodness of God?",0,,Other / Text,,[{}],"The Majesty of Gods Wisdom""In Job 38 and 42, we enter a profound moment where God speaks directly to Job. Gods questions to Job about the creation and management of the universe serve as a powerful reminder of His infinite wisdom and sovereignty. By the end, in Job 42, Job responds with humility, recognizing his own limited understanding in the face of Gods majestic wisdom.This part of Jobs story teaches us about the awe-inspiring nature of God. Its a reminder that while we may seek answers and understanding, there are aspects of Gods plan that are beyond our comprehension. This realization is not to discourage us but to invite us into a deeper sense of awe and trust in Gods perfect wisdom.",RX,
01/13/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Sitting in silence ▪️Meditating▪️Going for a Walk without your phone focusing on what you are thankful for or joyful aboutIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith Team",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/13/2025,Reading: Job 38 - 42,"English: https://www.biblegateway.com/passage/?search=Job+38+-+42&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Job+38+-+42&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/13/2025,Power Snatch,3 Sets3 Power Snatch @60-65% 1RM Power Snatch2 Sets2 Power Snatch @70-75% 1RM Power Snatch3 Sets1 Power Snatch @75+% 1 RM Power Snatch*Rest as needed between sets.,125,125,Load,Power Snatch,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125}]",,RX,
01/14/2025,Double DB Incline Row,4 sets: 10 reps - RPE 7*Rest 1:00-1:30 b/t sets,100,100,Load,Double DB Incline Row,"[{""success"":true,""load"":100},{""success"":true,""load"":100},{""success"":true,""load"":100},{""success"":true,""load"":100}]",2x50lbs DB ,RX,
01/14/2025,Straight Arm Lat Pull Down,4 sets: 10 reps - RPE 7*Rest 1:00-1:30 b/t sets,35,35,Load,Straight Arm Lat Pull Down,"[{""success"":true,""load"":35},{""success"":true,""load"":35},{""success"":true,""load"":35},{""success"":true,""load"":35}]",,RX,
01/14/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️Working out together▪️Playing a board game or doing a puzzle▪️Serving someone together*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/14/2025,Faith,"Spend at least 10 minutes focusing on your faith and relationship with Jesus.We recommend visiting the Mayhem Faith track and completing todays devotional, or simply spend 10 minutes in prayer.Other 10 minute options, for Christians and Non Christians, include (but not limited to):▪️Talking to a mentor or friend about your faith journey▪️Journaling about what matters most in lifeIf you have questions about Faith or would like tangible steps to know Jesus, please feel free to reach out to Faith@mayhemathletes.com and wed be happy to help you begin following the Lord and His ways.- Jake, Bella and the Mayhem Faith Team*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/14/2025,Scripture Memory,"Job 42:2""I know that you can do anything and no plan of yours can be thwarted.""This verse reminds us that nothing is too hard for God. Trust in His unlimited power and sovereignty over all circumstances. Bring your challenges and burdens to Him with confidence, knowing that He can do the impossible.Sé que todo lo puedes y que nadie es capaz de detenerte.Click ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/14/2025,Strict Pull-Ups,5 sets: 5 Reps – @75-80% of 1RM *Rest 2:00-2:30 b/t sets,0,0,Load,Strict Pull-Ups,"[{""success"":true,""load"":0}]",Body weight 180 lbs. ,RX,
01/14/2025,Barbell Drag Curls,4 sets: 10 reps - RPE 7*Rest 1:00-1:30 b/t sets,145,145,Load,Barbell Drag Curls,"[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":145}]",,RX,
01/14/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.com*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/15/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️Working around the house▪️Cooking a meal together▪️Going somewhere new together in your town or cityRichs take on Family: https://www.youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/15/2025,Clean & Jerk,"3 Sets1 Clean & Jerk @65% 1RM Clean & Jerk3 Sets1 Clean & Jerk @70% 1RM Clean & Jerk3 Sets1 Clean & Jerk @75% 1RM Clean & Jerk3 Sets1 Clean & Jerk As Heavy As Possible (AHAP) *DONT worry about hitting specific numbers, just hit a heavy stimulus!*Rest 90 seconds between sets.",165,165,Load,Clean & Jerk,"[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":165}]",,RX,
01/15/2025,OPTIONAL: Photo of 1 of the 4 Pillars,Take a picture of you getting 4.40 done today for any of the 4 Pillars!Share to social media and/or friends and tag @mayhemathlete with #mayhem440challenge.\*Click “Workout prep notes available” directly below for the full write up in Portuguese,0,,Other / Text,,[{}],Fitness. Mayhem Master programming.  Family. Gone for a 4km with my son and his pet Casey.,RX,
01/15/2025,Dumbbell Complex,3 Sets5 Double Dumbbell Hang Power Clean + 5 Double Dumbbell Push Jerk  + 5 Double Dumbbell Cluster @6/10 RPE*Rest as needed between sets.**Score is an emoji. Log weight in notes.,0,😎,Other / Text,,"[{""other"":""😎""}]",253545,RX,
01/15/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: https://www.youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/15/2025,Kala (45-54),10 Minute EMOM5 Power Clean and Jerks (115/80)*Pick a weight you can keep unbroken-rest 2 minutes-10 Minute EMOM10 Box Jump overs (24/20)*Score is emoji. Put weight for barbell in the notes if you scaled the weight.Workout description video: https://youtu.be/ohf7tXlY6HU,0,95,Other / Text,,"[{""other"":""95""}]",,SCALED,
01/15/2025,Tempo Good Morning + Single Leg Box Squat + Sotts Press,"3 Sets10 Tempo Good Mornings (@5051 tempo) @5-6/10 RPE 7 Single Leg Box Squat (each leg, to as low of a box as possible)7 Sotts Press @5/10 RPE*Rest 60-90 sec between each set.**Score is an emoji. Log weights for everything in notes.",0,😎,Other / Text,,"[{""other"":""😎""}]",45,RX,
01/16/2025,Reading: Genesis 15,"English: https://www.biblegateway.com/passage/?search=Genesis+15&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Genesis+15&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/16/2025,Reading Review,"""Gods Covenant with Abraham""Genesis 15 highlights a pivotal moment where God establishes His covenant with Abraham. In a profound night vision, God promises Abraham descendants as numerous as the stars in the sky, despite his and Sarahs advanced age. This covenant is not just a promise but a declaration of Gods commitment to Abraham and his descendants.This story is a testament to the faithfulness of God. It teaches us about the reliability of Gods promises and the importance of faith. Abraham believed, and it was credited to him as righteousness. This act of faith in the face of impossibility is at the heart of our relationship with God.Application Question:How does understanding God’s covenant with Abraham shape your view of God’s faithfulness and commitment in your spiritual journey?",0,,Other / Text,,"[{""other"":""""}]","""Gods Covenant with Abraham""Genesis 15 highlights a pivotal moment where God establishes His covenant with Abraham. In a profound night vision, God promises Abraham descendants as numerous as the stars in the sky, despite his and Sarahs advanced age. This covenant is not just a promise but a declaration of Gods commitment to Abraham and his descendants.This story is a testament to the faithfulness of God. It teaches us about the reliability of Gods promises and the importance of faith. Abraham believed, and it was credited to him as righteousness. This act of faith in the face of impossibility is at the heart of our relationship with God.",RX,
01/16/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/16/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️ Eating a meal ▪️Talking▪️Going for a walkRichs take on Family: youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/17/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/18/2025,Reading Review,"""A Foreshadow of Ultimate Sacrifice""Genesis 21-22 not only tells the story of Abrahams faith but also serves as a profound foreshadowing of Gods ultimate plan of salvation. In Genesis 21, the joy over Isaacs birth mirrors the anticipation of the coming Savior. Then, Genesis 22 presents a powerful parallel to the New Testament. As Abraham is asked to sacrifice his beloved son, Isaac, we are pointed toward God sacrificing His Son, Jesus, for humanitys redemption. Abrahams faith and Gods provision of a ram as a substitute for Isaac symbolize Gods mercy and the substitutionary sacrifice of Christ.This narrative invites us to see the depth of Gods love and the extent of His sacrifice for us. Its a precursor to the message of the Gospel, where God provides His Son as the ultimate sacrifice for our sins.Application Question:How does understanding this story as a foreshadowing of Christs sacrifice deepen your appreciation of Gods plan of salvation?",0,,Other / Text,,[{}],"""A Foreshadow of Ultimate Sacrifice""Genesis 21-22 not only tells the story of Abrahams faith but also serves as a profound foreshadowing of Gods ultimate plan of salvation. In Genesis 21, the joy over Isaacs birth mirrors the anticipation of the coming Savior. Then, Genesis 22 presents a powerful parallel to the New Testament. As Abraham is asked to sacrifice his beloved son, Isaac, we are pointed toward God sacrificing His Son, Jesus, for humanitys redemption. Abrahams faith and Gods provision of a ram as a substitute for Isaac symbolize Gods mercy and the substitutionary sacrifice of Christ.This narrative invites us to see the depth of Gods love and the extent of His sacrifice for us. Its a precursor to the message of the Gospel, where God provides His Son as the ultimate sacrifice for our sins.",RX,
01/18/2025,Reading: Genesis 21-22,"English: https://www.biblegateway.com/passage/?search=Genesis+21-22&version=NLTEspañol: https://www.biblegateway.com/passage/?search=Genesis+21-22&version=NBVClick ""Workout prep notes available"" directly below for more on Mayhem Faith.",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/18/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/18/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️Working around the house▪️Cooking a meal together▪️Going somewhere new together in your town or cityRichs take on Family: youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/18/2025,OPTIONAL: Photo of 1 of the 4 Pillars,Take a picture of you getting 4.40 done today for any of the 4 Pillars!Share to social media and/or friends and tag @mayhemathlete with #mayhem440challenge.*Click “Workout prep notes available” directly below for the full write up in Portuguese,0,,Other / Text,,[{}],"Family. Gone walking to the movie theater with my son. Fitness. Hiking with my friends from UnderCover Crossfit Affiliate in Mexico City, Polanco. ",RX,
01/19/2025,Fitness,"This is simple! Complete ANY Mayhem Athlete workout in any Track OR Spend at least 30 minutes moving today.Examples of just moving include (but not limited to):▪️Walking▪️Stretching▪️Machine cardioTo Find Workouts:Please use the drop-down menu to explore our athlete tracks (you will see 5 or 10 total) tailored to different training time domains, skill levels, and competitive aspirations. Simply select the track that best fits your journey to access overviews, specific warm-ups, lifts, workouts, and more! If you have any issues accessing the tracks, email bella@mayhemnation.comRichs take on Fitness: youtube.com/watch?v=-brQnYbjeWA&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
01/19/2025,Family,"Spend at least 30 minutes of uninterrupted, screen-free time with your family or those in your close communityExamples of ways you can spend these 30 minutes include (but not limited to):▪️ Eating a meal ▪️Talking▪️Going for a walkRichs take on Family: youtube.com/watch?v=6Cls5hp103U&ab_channel=MayhemAthlete*Click “Workout prep notes available” directly below for the full write up in Portuguese",1,Yes,Checkbox,,"[{""boolean"":1}]",,RX,
